1,0,24.1,26.0
Ångström bar experiment:
Date: 28-9-2024
Start time: 13:37:50
Time   ,Heater status  ,Temp P   ,Temp Q   
2696,1,28.1,30.1
2701,1,28.1,30.0
2706,1,28.1,30.0
2711,1,28.0,30.0
2716,1,28.0,29.8
2721,1,28.0,29.6
2726,1,28.0,29.6
2731,1,28.0,29.8
2736,1,27.9,29.6
2741,1,27.9,29.6
2746,1,27.8,29.6
2751,1,27.9,29.5
2756,1,27.8,29.5
2761,1,27.8,29.4
2766,1,27.7,29.6
2771,1,27.8,29.5
2776,1,27.7,29.6
2781,1,27.8,29.5
2786,1,27.8,29.6
2791,1,27.8,29.6
2796,1,27.6,29.8
2801,1,27.6,29.7
2806,1,27.8,29.9
2811,1,27.6,29.9
2816,1,27.7,29.9
2821,1,27.7,29.9
2826,1,27.8,30.1
2831,0,27.7,30.3
2836,0,27.7,30.3
2841,0,27.7,30.3
2846,0,27.7,30.4
2851,0,27.7,30.5
2856,0,27.8,30.5
2861,0,27.8,30.6
2866,0,27.8,30.7
2871,0,27.9,30.8
2876,0,27.9,30.8
2881,0,28.0,30.8
2886,0,27.9,31.0
2891,0,27.9,31.0
2896,0,28.0,31.0
2901,0,28.0,31.0
2906,0,28.0,31.0
2911,0,28.0,31.1
2916,0,28.1,31.1
2921,0,28.1,31.1
2926,0,28.1,31.0
2931,0,28.1,30.9
2936,0,28.1,31.0
2941,0,28.2,30.8
2946,0,28.2,30.8
2951,0,28.2,30.9
2956,0,28.1,30.8
2961,0,28.2,30.8
2966,0,28.3,30.6
2971,1,28.3,30.5
2976,1,28.1,30.6
2981,1,28.1,30.3
2986,1,28.2,30.4
2991,1,28.2,30.1
2996,1,28.2,30.1
3001,1,28.1,29.9
3006,1,28.1,29.9
3011,1,28.0,29.9
3016,1,28.1,29.8
3021,1,28.0,29.7
3026,1,27.9,29.6
3031,1,27.9,29.6
3036,1,28.0,29.5
3041,1,28.0,29.6
3046,1,28.0,29.5
3051,1,27.8,29.6
3056,1,27.8,29.6
3061,1,27.7,29.5
3066,1,27.7,29.5
3071,1,27.7,29.5
3076,1,27.8,29.7
3081,1,27.8,29.6
3086,1,27.7,29.8
3091,1,27.6,29.7
3096,1,27.6,29.8
3101,1,27.6,29.9
3106,1,27.7,29.8
3111,1,27.6,29.9
3116,1,27.7,30.1
3121,1,27.7,30.0
3126,1,27.8,30.1
3131,0,27.8,30.2
3136,0,27.7,30.1
3141,0,27.6,30.4
3146,0,27.8,30.3
3151,0,27.6,30.3
3156,0,27.6,30.5
3161,0,27.8,30.4
3166,0,27.7,30.7
3171,0,27.7,30.6
3176,0,27.8,30.6
3181,0,27.8,30.8
3186,0,27.8,30.8
3191,0,27.9,30.8
3196,0,27.8,30.9
3201,0,28.0,30.9
3206,0,28.0,31.0
3211,0,28.0,30.8
3216,0,28.0,31.0
3221,0,28.1,30.8
3226,0,28.0,30.8
3231,0,28.0,30.6
3236,0,28.0,30.7
3241,0,28.1,30.6
3246,0,28.0,30.7
3251,0,28.1,30.6
3256,0,28.1,30.5
3261,0,28.1,30.5
3266,0,28.1,30.4
3271,1,28.1,30.5
3276,1,28.0,30.3
3281,1,28.1,30.1
3286,1,28.1,30.1
3291,1,28.0,30.0
3296,1,28.1,29.9
3301,1,28.1,30.0
3306,1,28.1,29.8
3311,1,27.9,29.6
